filename,rule_of_thirds,leading_lines,framing,symmetry,patterns,golden_ratio,layers,negative_space,fill_the_frame
0481.jpg,0,0,0,1,0,0,0,0,0
0482.jpg,0,1,0,1,0,0,0,1,0
0483.jpg,0,1,0,1,0,0,0,0,0
0484.jpg,0,1,0,1,0,0,0,0,0
0485.jpg,0,1,0,1,0,0,0,0,0
0486.jpg,0,0,0,1,1,0,0,0,0
0487.jpg,0,0,0,1,1,0,0,0,1
0488.jpg,0,0,0,1,1,0,0,0,0
0489.jpg,0,0,0,1,1,0,0,0,0
0490.jpg,0,0,0,1,1,0,0,0,0
0491.jpg,0,0,0,1,1,0,0,0,0
0492.jpg,0,1,0,1,0,0,0,0,0
0493.jpg,0,1,0,1,0,0,0,0,0
0494.jpg,0,0,0,1,1,0,0,0,0
0495.jpg,0,1,0,1,0,0,0,0,0
0496.jpg,0,0,0,1,0,0,0,0,0
0497.jpg,0,1,0,0,0,0,0,0,0
0498.jpg,0,0,0,1,1,0,1,0,0
0499.jpg,0,0,0,1,0,0,0,1,0
0500.jpg,0,1,0,1,0,0,0,0,0
0501.jpg,0,0,0,0,1,0,0,0,1
0502.jpg,0,0,0,0,1,0,0,0,0
0503.jpg,0,0,0,0,1,0,0,0,1
0504.jpg,0,0,0,0,1,0,0,0,1
0505.jpg,0,0,0,1,1,0,0,0,1
0506.jpg,0,0,0,1,1,0,0,0,1
0507.jpg,0,0,0,0,1,0,0,0,1
0508.jpg,0,0,0,0,1,0,0,0,0
0509.jpg,0,0,0,0,1,0,0,0,1
0510.jpg,0,0,0,0,1,0,0,0,1
0511.jpg,0,0,0,0,1,0,0,0,1
0512.jpg,0,0,0,0,1,0,0,0,0
0513.jpg,0,0,0,0,1,0,0,0,1
0514.jpg,0,0,0,1,1,0,0,0,1
0515.jpg,0,0,0,0,1,0,0,0,1
0516.jpg,0,0,0,0,1,0,0,0,1
0517.jpg,0,0,0,0,1,0,0,0,0
0518.jpg,0,0,0,0,1,0,0,0,1
0519.jpg,0,0,0,0,1,0,0,0,1
0520.jpg,0,0,0,0,1,0,0,0,1
0521.jpg,0,0,0,1,1,0,0,0,1
0522.jpg,0,0,0,1,1,0,0,0,1
0523.jpg,0,0,0,0,1,0,0,0,1
0524.jpg,0,0,0,0,1,0,0,0,0
0525.jpg,0,0,0,0,1,0,0,0,0
0526.jpg,0,0,0,1,1,0,0,0,1
0527.jpg,0,0,0,0,1,0,0,0,1
0528.jpg,0,0,0,0,1,0,0,0,0
0529.jpg,0,0,0,0,1,0,0,0,0
0530.jpg,0,0,0,0,1,0,0,0,1
0531.jpg,0,0,0,0,1,0,0,0,0
0532.jpg,0,0,0,0,1,0,0,0,0
0533.jpg,0,0,0,0,1,0,0,0,0
0534.jpg,0,0,0,0,1,0,0,0,0
0535.jpg,0,0,0,0,1,0,0,0,0
0536.jpg,0,0,0,0,1,0,0,0,1
0537.jpg,0,0,0,1,1,0,0,0,1
0538.jpg,0,0,0,0,1,0,0,0,0
0539.jpg,0,1,0,0,1,0,0,0,0
0540.jpg,0,0,0,0,1,0,0,0,0
0541.jpg,0,0,0,0,1,0,0,0,0
0542.jpg,0,0,0,0,1,0,0,0,0
0543.jpg,0,0,0,0,1,0,0,0,0
0544.jpg,0,0,0,0,1,0,0,0,0
0545.jpg,0,1,0,0,1,0,0,0,0
0546.jpg,0,0,0,0,1,0,0,0,0
0547.jpg,0,0,0,0,1,0,0,0,0
0548.jpg,0,0,0,0,1,0,0,0,1
0549.jpg,0,0,0,0,1,0,0,0,1
0550.jpg,0,0,0,0,1,0,0,0,0
0551.jpg,0,0,0,0,1,0,0,0,0
0552.jpg,0,0,0,0,1,0,0,0,0
0553.jpg,1,0,0,0,1,0,0,0,0
0554.jpg,0,0,0,0,1,0,0,0,0
0555.jpg,0,0,0,0,1,0,0,0,1
0556.jpg,0,0,0,0,1,0,0,0,0
0557.jpg,0,0,0,0,1,0,0,0,1
0558.jpg,0,0,0,0,1,0,0,0,0
0559.jpg,0,0,0,0,1,0,0,0,0
0560.jpg,0,0,0,0,1,0,0,0,0
0561.jpg,0,0,0,0,1,0,0,0,0
0562.jpg,0,0,0,0,1,0,0,0,1
0563.jpg,0,0,0,0,1,0,0,0,0
0564.jpg,0,0,0,0,1,0,0,0,0
0565.jpg,0,0,0,1,1,0,0,0,1
0566.jpg,0,0,0,0,1,0,0,0,1
0567.jpg,0,0,0,0,1,0,0,0,0
0568.jpg,0,0,0,0,1,0,0,0,1
0569.jpg,0,0,0,0,1,0,0,0,0
0570.jpg,0,0,0,1,1,0,0,0,1
0571.jpg,0,0,0,0,1,0,0,0,0
0572.jpg,1,0,0,0,1,0,0,0,0
0573.jpg,0,0,0,0,1,0,0,0,0
0574.jpg,0,1,0,0,1,0,0,0,0
0575.jpg,0,1,0,1,1,0,0,0,0
0576.jpg,0,0,0,0,1,0,0,0,0
0577.jpg,0,0,0,0,1,0,0,0,0
0578.jpg,0,0,0,0,1,0,0,0,0
0579.jpg,0,0,0,0,1,0,0,0,0
0580.jpg,0,0,0,0,1,0,0,0,0
0581.jpg,0,0,0,0,1,0,0,0,0
0582.jpg,0,0,0,0,1,0,0,0,0
0583.jpg,0,0,0,0,1,0,0,0,0
0584.jpg,0,0,0,0,1,0,0,0,0
0585.jpg,0,0,0,0,1,0,0,0,0
0586.jpg,0,0,0,0,1,0,0,0,0
0587.jpg,0,0,0,0,1,0,0,0,0
0588.jpg,0,0,0,0,1,0,0,0,0
0589.jpg,0,0,0,0,1,0,0,0,0
0590.jpg,0,0,0,0,1,0,0,0,0
0591.jpg,0,0,0,0,1,0,0,0,1
0592.jpg,0,0,0,0,1,0,0,0,0
0593.jpg,0,1,1,0,1,0,0,0,0
0594.jpg,0,0,0,0,1,0,0,0,1
0595.jpg,0,0,0,1,1,0,0,0,1
0596.jpg,0,0,0,0,1,0,0,0,1
0597.jpg,0,0,0,0,1,0,0,0,0
0598.jpg,0,0,1,0,1,0,0,0,0
0599.jpg,0,0,0,0,1,0,0,0,0
0600.jpg,0,0,0,0,1,0,0,0,1
0601.jpg,0,0,0,0,1,1,0,0,0
0602.jpg,0,0,0,0,1,1,0,0,1
0603.jpg,0,0,0,0,1,1,0,0,0
0604.jpg,0,0,0,0,1,1,0,0,0
0605.jpg,0,0,0,0,0,1,0,0,0
0606.jpg,0,0,0,0,0,1,0,0,0
0607.jpg,0,0,0,0,0,1,0,0,0
0608.jpg,1,0,0,0,0,1,0,0,0
0609.jpg,0,0,0,0,1,1,0,0,0
0610.jpg,0,0,0,0,0,1,0,1,0
0611.jpg,0,0,0,0,0,1,0,0,0
0612.jpg,0,0,0,1,1,1,0,0,0
0613.jpg,0,0,0,0,1,1,0,0,0
0614.jpg,0,0,0,0,1,1,0,0,0
0615.jpg,0,0,0,0,0,1,0,0,0
0616.jpg,0,0,0,0,0,1,0,0,0
0617.jpg,0,0,0,0,0,1,0,0,0
0618.jpg,0,0,0,0,1,1,0,0,1
0619.jpg,0,0,0,1,1,1,0,0,1
0620.jpg,0,0,0,0,1,1,0,0,0
0621.jpg,0,0,0,0,1,1,0,0,0
0622.jpg,1,0,0,0,0,1,0,0,0
0623.jpg,0,0,0,0,0,1,0,0,1
0624.jpg,0,0,0,0,0,1,0,0,1
0625.jpg,0,0,0,0,0,1,0,0,0
0626.jpg,0,0,0,0,1,1,0,0,0
0627.jpg,1,0,0,0,0,1,0,0,0
0628.jpg,0,0,0,0,1,1,0,0,0
0629.jpg,0,0,0,0,1,1,0,0,1
0630.jpg,0,0,0,0,1,1,0,0,0
0631.jpg,0,0,0,0,1,1,0,0,0
0632.jpg,1,0,0,0,1,1,0,0,0
0633.jpg,0,0,0,0,0,1,0,0,0
0634.jpg,0,0,0,0,0,1,0,0,0
0635.jpg,0,0,0,0,0,1,0,0,0
0636.jpg,0,0,0,0,0,1,0,0,0
0637.jpg,0,0,0,0,0,1,0,0,0
0638.jpg,0,0,0,1,1,1,0,0,1
0639.jpg,0,0,0,0,0,1,0,0,0
0640.jpg,0,0,0,0,0,1,0,0,0
0641.jpg,1,0,0,0,0,1,0,0,0
0642.jpg,0,0,0,1,1,1,0,0,0
0643.jpg,1,0,0,0,1,1,0,0,0
0644.jpg,0,0,0,0,1,1,0,0,1
0645.jpg,0,0,0,0,0,1,0,0,0
0646.jpg,0,0,1,0,0,1,0,0,0
0647.jpg,0,0,0,0,1,1,0,0,1
0648.jpg,0,0,0,0,1,1,0,0,1
0649.jpg,0,0,0,0,1,1,0,0,0
0650.jpg,0,0,0,0,1,1,0,0,0
0651.jpg,0,0,0,1,1,0,0,0,0
0652.jpg,0,0,0,1,0,0,0,0,0
0653.jpg,0,0,1,1,0,0,0,0,1
0654.jpg,0,0,0,1,0,0,0,0,0
0655.jpg,0,0,0,0,1,0,0,0,0
0656.jpg,0,0,0,1,1,0,0,0,0
0657.jpg,0,0,0,1,1,0,0,0,0
0658.jpg,0,0,0,1,1,1,0,0,0
0659.jpg,1,0,0,0,0,0,0,0,0
0660.jpg,0,0,0,0,0,0,0,0,0
0661.jpg,1,0,0,0,1,0,0,0,0
0662.jpg,0,0,0,1,1,0,0,0,0
0663.jpg,0,0,0,1,0,0,0,0,0
0664.jpg,0,0,0,1,0,0,0,0,0
0665.jpg,1,0,0,0,0,0,0,0,0
0666.jpg,1,0,0,0,0,0,1,0,0
0667.jpg,0,0,0,0,0,0,0,0,0
0668.jpg,1,0,0,0,0,0,0,0,0
0669.jpg,0,0,0,0,0,0,0,0,0
0670.jpg,1,0,0,0,0,0,0,0,0
0671.jpg,0,0,0,1,0,0,0,0,0
0672.jpg,1,0,0,0,0,0,0,0,0
0673.jpg,1,0,0,0,0,0,0,0,0
0674.jpg,0,1,0,1,0,0,0,0,0
0675.jpg,1,0,0,0,0,0,1,0,0
0676.jpg,1,0,0,0,0,0,1,0,0
0677.jpg,1,0,0,0,0,0,1,0,0
0678.jpg,1,0,0,0,0,0,1,0,0
0679.jpg,1,0,0,0,0,0,1,0,0
0680.jpg,0,0,0,0,0,0,0,1,0
0681.jpg,0,1,0,0,0,0,0,0,0
0682.jpg,0,0,1,0,0,0,0,0,0
0683.jpg,1,0,0,0,0,0,0,0,0
0684.jpg,0,0,0,1,0,0,0,1,0
0685.jpg,0,1,0,0,0,0,0,0,0
0686.jpg,1,0,0,0,0,0,0,0,0
0687.jpg,1,0,0,0,0,0,1,0,0
0688.jpg,1,0,0,0,0,0,0,0,0
0689.jpg,1,0,0,0,0,0,0,0,0
0690.jpg,1,0,0,0,0,0,0,0,0
0691.jpg,0,0,0,1,0,0,0,0,0
0692.jpg,0,0,0,0,0,0,0,0,0
0693.jpg,0,0,0,1,0,0,0,0,0
0694.jpg,1,0,0,0,0,0,0,0,0
0695.jpg,1,0,0,0,0,0,0,0,0
0696.jpg,1,0,0,0,0,0,1,0,0
0697.jpg,0,0,0,0,0,0,1,0,0
0698.jpg,0,1,0,0,0,0,0,0,0
0699.jpg,1,0,0,0,0,0,0,0,0
0700.jpg,1,0,0,0,0,0,0,0,0
0701.jpg,1,0,0,0,0,0,1,0,0
0702.jpg,0,0,0,0,0,0,1,0,0
0703.jpg,1,0,0,0,0,0,1,0,0
0704.jpg,1,0,0,0,0,0,1,0,0
0705.jpg,0,0,0,0,0,0,1,0,0
0706.jpg,1,0,0,0,0,0,1,0,0
0707.jpg,0,1,0,0,0,0,1,0,0
0708.jpg,0,0,0,0,0,0,1,0,0
0709.jpg,0,0,0,0,0,0,1,0,0
0710.jpg,1,1,0,0,0,0,1,0,0
0711.jpg,1,0,1,0,0,0,1,0,0
0712.jpg,0,0,0,0,0,0,1,0,0
0713.jpg,1,0,1,0,0,0,1,0,0
0714.jpg,1,0,0,0,0,0,1,0,0
0715.jpg,0,1,1,0,0,0,1,0,0
0716.jpg,0,1,1,0,0,0,1,0,0
0717.jpg,1,0,1,0,0,0,1,0,0
0718.jpg,1,0,1,0,0,0,1,0,0
0719.jpg,0,0,1,0,0,0,1,0,0
0720.jpg,0,1,0,0,0,0,1,0,0
0721.jpg,0,0,1,0,0,0,1,0,0
0722.jpg,0,1,1,0,0,0,1,0,0
0723.jpg,1,0,0,0,0,0,1,0,0
0724.jpg,1,0,0,0,0,0,1,0,0
0725.jpg,0,1,0,0,0,0,1,0,0
0726.jpg,0,0,0,0,0,0,1,0,0
0727.jpg,1,0,0,0,0,0,1,0,0
0728.jpg,0,0,0,0,0,0,1,0,0
0729.jpg,0,1,1,0,0,0,1,0,0
0730.jpg,0,0,1,0,0,0,1,0,0
0731.jpg,0,1,1,0,0,0,1,0,0
0732.jpg,0,0,0,0,0,0,1,0,0
0733.jpg,1,0,0,0,0,0,1,0,0
0734.jpg,0,0,1,0,0,0,1,0,0
0735.jpg,1,0,0,0,0,0,1,0,0
0736.jpg,0,1,0,0,0,0,1,0,0
0737.jpg,0,0,1,0,0,0,1,0,0
0738.jpg,0,0,1,0,0,0,1,1,0
0739.jpg,0,0,1,0,0,0,1,0,0
0740.jpg,0,0,0,0,0,0,1,0,0
0741.jpg,0,0,0,0,1,0,1,0,0
0742.jpg,1,0,0,0,0,0,1,0,0
0743.jpg,0,0,0,0,1,0,1,0,0
0744.jpg,0,1,0,0,0,0,1,0,0
0745.jpg,1,0,0,0,0,0,1,0,0
0746.jpg,0,0,0,0,0,0,1,0,0
0747.jpg,0,1,0,0,0,0,1,0,0
0748.jpg,1,0,1,0,0,0,1,0,0
0749.jpg,1,0,0,0,0,0,1,0,0
0750.jpg,0,1,0,0,0,0,1,0,0
0751.jpg,1,0,0,0,0,0,0,1,0
0752.jpg,0,0,0,0,0,0,0,1,0
0753.jpg,0,0,0,0,0,0,0,1,0
0754.jpg,0,0,0,0,1,0,0,1,0
0755.jpg,0,0,0,0,1,0,0,0,0
0756.jpg,0,0,0,0,1,0,0,1,0
0757.jpg,0,0,0,0,0,0,0,1,0
0758.jpg,0,0,0,0,1,0,0,1,0
0759.jpg,0,0,0,0,0,0,0,1,0
0760.jpg,0,0,0,0,0,0,0,1,0
0761.jpg,0,0,0,0,1,0,0,1,0
0762.jpg,0,0,0,0,0,0,0,1,0
0763.jpg,0,0,0,0,1,0,0,1,0
0764.jpg,0,0,0,0,0,0,0,1,0
0765.jpg,1,0,0,0,0,0,0,1,0
0766.jpg,0,0,0,0,0,0,0,1,0
0767.jpg,1,0,0,0,1,0,0,1,0
0768.jpg,1,0,0,0,0,0,0,1,0
0769.jpg,0,0,0,1,1,0,0,1,0
0770.jpg,1,0,0,0,0,0,0,1,0
0771.jpg,1,0,0,0,0,0,0,1,0
0772.jpg,1,0,0,0,0,0,0,1,0
0773.jpg,0,0,0,0,0,0,0,1,0
0774.jpg,0,0,0,0,0,0,0,1,0
0775.jpg,0,0,0,0,0,0,0,1,0
0776.jpg,0,0,0,0,0,0,0,1,0
0777.jpg,0,0,0,0,0,0,0,1,0
0778.jpg,0,0,0,0,1,0,0,1,0
0779.jpg,1,0,0,0,1,0,0,1,0
0780.jpg,0,0,0,0,0,0,0,1,0
0781.jpg,0,0,0,0,1,0,0,1,0
0782.jpg,0,0,0,0,0,0,0,1,0
0783.jpg,0,0,0,0,0,0,0,1,0
0784.jpg,0,0,0,0,0,0,0,1,0
0785.jpg,0,0,0,0,0,0,0,1,0
0786.jpg,1,0,0,0,1,0,0,1,0
0787.jpg,1,0,0,0,1,0,0,1,0
0788.jpg,0,0,0,0,0,0,0,1,0
0789.jpg,0,0,0,0,1,0,0,1,0
0790.jpg,1,0,0,0,0,0,0,1,0
0791.jpg,0,0,0,0,0,0,0,1,0
0792.jpg,1,0,0,0,1,0,0,1,0
0793.jpg,1,0,0,0,1,0,0,1,0
0794.jpg,1,0,0,0,0,0,0,1,0
0795.jpg,1,0,0,0,1,0,0,1,0
0796.jpg,0,0,0,1,1,0,0,1,0
0797.jpg,0,1,0,0,1,0,0,1,0
0798.jpg,0,1,0,0,0,0,0,1,0
0799.jpg,1,0,0,0,1,0,0,1,0
0800.jpg,0,0,0,0,0,0,0,1,0
0801.jpg,0,0,0,0,0,0,0,0,1
0802.jpg,0,0,0,0,1,0,0,0,1
0803.jpg,0,0,0,0,1,0,0,0,1
0804.jpg,0,0,0,0,1,0,0,0,1
0805.jpg,0,0,0,0,0,0,0,0,1
0806.jpg,0,0,0,0,1,0,0,0,1
0807.jpg,0,0,0,0,0,0,0,0,1
0808.jpg,0,0,0,0,1,0,0,0,1
0809.jpg,0,0,0,0,1,0,0,0,1
0810.jpg,0,0,0,0,1,0,0,0,1
0811.jpg,0,0,0,0,1,0,0,0,1
0812.jpg,0,0,0,0,1,0,0,0,1
0813.jpg,0,0,0,0,1,0,0,0,1
0814.jpg,0,0,0,0,0,0,0,0,1
0815.jpg,0,0,0,0,1,0,0,0,1
0816.jpg,0,0,0,0,0,0,0,0,1
0817.jpg,0,0,0,0,0,0,0,0,1
0818.jpg,0,0,0,0,1,0,0,0,1
0819.jpg,0,0,0,0,0,0,0,0,1
0820.jpg,0,0,0,0,0,0,0,0,1
0821.jpg,0,0,0,0,0,0,0,0,1
0822.jpg,0,0,0,0,1,0,0,0,1
0823.jpg,0,0,0,0,0,0,0,0,1
0824.jpg,0,0,0,0,0,0,0,0,1
0825.jpg,0,0,0,0,1,0,0,0,1
0826.jpg,0,0,0,0,1,0,0,0,1
0827.jpg,0,0,0,0,0,0,0,0,1
0828.jpg,0,0,0,0,1,0,0,0,1
0829.jpg,0,0,0,0,0,0,0,0,1
0830.jpg,0,0,0,0,0,0,0,0,1
0831.jpg,0,0,0,0,0,0,0,0,1
0832.jpg,0,0,0,0,1,0,0,0,1
0833.jpg,0,0,0,0,1,0,0,0,1
0834.jpg,0,0,0,0,0,0,0,0,1
0835.jpg,0,0,0,0,0,0,0,0,1
0836.jpg,0,0,0,0,1,0,0,0,1
0837.jpg,0,0,0,0,0,0,0,0,1
0838.jpg,0,0,0,0,0,0,0,0,1
0839.jpg,0,0,0,0,0,0,0,0,1
0840.jpg,0,0,0,0,0,0,0,0,1
0841.jpg,0,0,0,0,0,0,0,0,1
0842.jpg,0,0,0,0,0,0,0,0,1
0843.jpg,0,0,0,0,0,0,0,0,1
0844.jpg,0,0,0,0,0,0,0,0,1
0845.jpg,0,0,0,0,1,0,0,0,1
0846.jpg,0,0,0,0,0,0,0,0,1
0847.jpg,0,0,0,0,0,0,0,0,1
0848.jpg,0,0,0,0,0,0,0,0,1
0849.jpg,0,0,0,0,1,0,0,0,1
0850.jpg,0,0,0,0,0,0,0,0,1
0851.jpg,1,0,0,0,0,0,0,0,1
0852.jpg,0,0,0,0,0,0,0,0,1
0853.jpg,1,0,0,0,0,0,0,0,0
0854.jpg,0,0,0,0,0,0,0,0,0
0855.jpg,0,0,0,0,1,0,0,0,0
0856.jpg,0,0,0,0,1,1,0,0,0
0857.jpg,0,0,0,0,0,0,0,0,0
0858.jpg,0,0,0,0,0,0,0,0,0
0859.jpg,0,0,0,0,0,0,0,1,0
0860.jpg,0,0,0,0,0,0,0,0,0
0861.jpg,0,0,0,0,0,0,1,0,0
0862.jpg,0,0,0,0,0,0,0,0,0
0863.jpg,0,0,0,0,0,0,0,1,0
0864.jpg,0,1,0,0,0,0,0,1,0
0865.jpg,0,0,0,0,1,0,0,0,0
0866.jpg,0,0,0,0,0,0,0,0,0
0867.jpg,1,0,0,0,0,0,0,1,0
0868.jpg,0,0,0,0,0,0,0,0,0
0869.jpg,0,0,0,0,1,0,0,1,0
0870.jpg,0,0,0,0,0,0,0,1,0
0871.jpg,0,0,0,0,1,0,0,0,0
0872.jpg,0,0,0,0,0,0,0,1,0
0873.jpg,0,0,0,0,0,0,0,1,0
0874.jpg,0,0,0,0,0,0,0,0,0
0875.jpg,0,0,0,0,0,0,0,1,0
0876.jpg,0,0,0,0,0,0,0,1,0
0877.jpg,0,0,0,0,0,0,0,1,0
0878.jpg,0,0,0,0,0,0,0,1,0
0879.jpg,0,0,0,0,0,0,0,1,0
0880.jpg,0,0,0,0,0,0,0,0,0
0881.jpg,0,1,0,0,0,0,0,0,0
0882.jpg,1,0,0,0,0,0,0,0,0
0883.jpg,0,0,0,0,0,0,0,0,0
0884.jpg,0,1,0,0,0,0,0,1,0
0885.jpg,0,0,0,0,0,0,0,0,0
0886.jpg,0,0,0,0,0,0,0,1,0
0887.jpg,0,0,0,0,0,0,0,1,0
0888.jpg,0,0,0,0,0,0,0,1,0
0889.jpg,0,0,0,0,0,0,0,1,0
0890.jpg,0,0,0,0,0,0,0,1,0
0891.jpg,0,0,0,0,0,0,0,1,0
0892.jpg,1,0,0,0,0,0,0,1,0
0893.jpg,0,0,0,0,0,0,0,0,0
0894.jpg,0,0,0,0,0,0,1,0,0
0895.jpg,0,0,0,0,1,0,0,0,0
0896.jpg,0,0,0,1,0,0,0,1,0
0897.jpg,0,0,0,0,0,0,0,1,0
0898.jpg,1,0,0,0,0,0,0,1,0
0899.jpg,0,0,1,0,0,0,0,1,0
0900.jpg,0,0,0,0,1,0,0,0,0
0901.jpg,0,0,0,0,0,0,0,0,0
0902.jpg,0,1,0,0,0,0,0,0,0
0903.jpg,0,1,0,0,0,0,0,0,0
0904.jpg,0,0,0,0,0,0,0,0,0
0905.jpg,0,1,0,0,0,0,0,0,0
0906.jpg,0,0,0,0,0,0,0,0,0
0907.jpg,0,0,0,0,0,0,0,0,0
0908.jpg,0,1,0,0,1,0,0,0,0
0909.jpg,1,0,0,0,0,0,0,1,0
0910.jpg,0,0,0,0,0,0,0,0,0
0911.jpg,0,0,0,0,0,0,0,0,0
0912.jpg,0,0,0,0,0,0,0,0,0
0913.jpg,0,0,1,0,0,0,0,0,0
0914.jpg,0,0,1,0,0,0,0,0,0
0915.jpg,0,0,0,0,1,0,0,0,0
0916.jpg,0,0,0,0,1,0,0,0,0
0917.jpg,0,0,0,0,0,0,0,0,0
0918.jpg,0,0,0,0,0,0,0,0,0
0919.jpg,0,0,0,0,0,0,0,0,0
0920.jpg,0,0,0,0,0,0,0,0,0
0921.jpg,0,0,0,0,1,0,0,0,0
0922.jpg,0,0,0,0,0,0,0,0,0
0923.jpg,0,0,0,0,1,0,0,0,0
0924.jpg,0,0,0,0,0,0,0,0,0
0925.jpg,1,0,0,0,0,0,0,0,0
0926.jpg,1,0,0,0,0,0,0,0,0
0927.jpg,0,0,0,0,0,0,0,0,0
0928.jpg,0,0,0,0,0,0,0,0,0
0929.jpg,0,0,0,0,1,0,0,0,0
0930.jpg,0,0,0,0,0,0,0,0,0
0931.jpg,0,0,0,0,0,0,0,0,0
0932.jpg,0,0,0,0,0,0,0,0,0
0933.jpg,0,0,0,0,0,0,0,0,0
0934.jpg,0,0,0,0,0,0,0,0,0
0935.jpg,0,0,0,0,0,0,0,0,0
0936.jpg,1,0,0,0,1,0,0,0,0
0937.jpg,0,0,0,0,0,0,0,0,0
0938.jpg,0,0,0,0,0,0,0,0,0
0939.jpg,0,0,0,0,0,0,0,0,0
0940.jpg,0,0,0,0,1,0,0,0,0
0941.jpg,0,0,0,0,0,0,0,0,0
0942.jpg,0,0,0,0,0,0,0,0,0
0943.jpg,1,0,0,0,1,0,0,0,0
0944.jpg,0,0,0,0,0,0,0,0,0
0945.jpg,0,0,0,0,1,0,0,0,0
0946.jpg,0,1,0,0,0,0,0,0,0
0947.jpg,0,0,0,0,1,0,0,0,0
0948.jpg,0,0,0,0,0,0,0,0,0
0949.jpg,0,0,1,0,0,0,0,0,0
0950.jpg,1,1,0,0,0,0,1,0,0
0951.jpg,0,0,0,0,1,0,0,0,0
0952.jpg,0,0,0,0,0,0,0,0,0
0953.jpg,0,0,0,0,0,0,0,0,0
0954.jpg,0,0,0,0,1,0,0,0,0
0955.jpg,0,0,0,0,0,0,0,0,0
0956.jpg,0,0,0,0,0,0,1,0,0
0957.jpg,0,0,0,0,0,0,0,1,0
0958.jpg,0,0,0,0,0,0,0,0,0
0959.jpg,0,0,1,0,0,0,0,0,0
0960.jpg,0,0,0,0,0,0,0,0,0
0961.jpg,1,0,0,0,0,0,0,0,0
0962.jpg,0,0,1,0,0,0,0,0,0
0963.jpg,0,0,0,0,0,0,0,0,0
0964.jpg,0,1,0,0,0,0,0,0,0
0965.jpg,0,0,0,0,0,0,0,0,0
